essay_id_comp,prompt_name,full_text,rater1_domain1,rater2_domain1,domain1_score,holistic_essay_score
17903,7,The time I was patient was when I was wait on my mom to have her @CAPS2. The reason why is becaus she was being a pain to me. She was mean and every thing. So I was lik oh my @CAPS1 she need to have this @CAPS2 so all this can be over and done with. This was when she was oly @NUM1 months so I know that I had to be so patient with her antill the @NUM2 months was over.,5,7,12,0.4
17916,7,One day I had to wait in a line for @NUM1 hours just to get on a roler coaster @CAPS1 hot very  paicent so I just fell asleep while standing with my eyes open. My mom had to have paicents so i just fell asleep while standing with my eyes open. My mom had to have patient when we were in traffic  to get to the camping grounds. We had to wait @NUM2 hours just to get out of traffic but mom didnt freek out or anything.,5,4,9,0.3
17918,7,"Patience is about waiting for something for a long  time. If you have patience that is good for you here is a time where i had patience. Last year in @DATE1 after school my dad and I went hunting for deer in @CAPS1. He went to this homeguards blind that we found sat in chair waiting for a deer to come along. You have to have patience while going  hunting . We didn't see anything but then a deer came along and my dad he got ready and he said cover your ear"" then he shot  but we didn't see any sign of deer blood  so he must have missed,then we packed up and went home.That is the time i had patience to go hunting with my dad but we didn't get anything though.""",8,6,14,0.4666666666666667
17919,7,"A time that I was patient is when I broke my foot. It was a @DATE1 when I was at the park. I was climbing a pole to ring the bell when I slide. My little brother came running over their and I told him to go and get help. He had no idea where to go so I lied on the ground with a broken foot for over @NUM1. when my brother returned he asked ""where do I go?"" And I told him to go to the gas station across the street and ask to use the telephone I was trying to be patient when  he got back he had my mom. My mom said that I was really patient. She picked me up and we drove to the emergency room. When we got there it was packed. They got us in as soon as they could but it felt like along time to me. When he called my name my mom picked me up and she went toward the doctor. He asked ""what brings you here?"" we told him the news and he took into the room. The doctor moved my foot around. Ten minutes later he came back in with the x-rays and annoced to us that my foot was broken. He gave me a cast and crushes and then we left. I told my brother thank you and gave him really big hug. The next day everyone at school said that I was brave and very patient and I said thank you!",12,11,23,0.7666666666666667
17921,7,"Tic tak times tiking  I was patient one time it was in the doctors office my oppment was at two and I had to wait and wait and wait and wait I sat there until it was @NUM1 and they finnly called me in. Once again I had to wait and wait again. So I was trying so hard to be patient and trust me it is not easy for me at least because I can't even sit there for @NUM2 minitues and stay still I have to move aroud so it was hard to sit there  lisening to the sound tik tok for a while. And that was the time I was pacient it was hard to belive but I did it. The hardest part was when you here one off those tiker clocks go tik tok and I was stinn there for a while now you absolutely now that for some people incuding me. It is sometime hard for you to be pacient some times its ok to be pocient and sometimes its so hard to be pacit and sit there and oh absolutely noting, so that is my story arbout the time I was pacient and was not inpocit sitting there doning noting not conplaning  wating  to and @CAPS1 mazines.",5,5,10,0.3333333333333333
17926,7,"Patience is hard for me because I have almost no patients for anything! So you can imagine how hard it was for me and anyone else who has no patience waiting in lines at disneyland. First of all the drive- it was horrible and long. We were in the car for what seemed like forever before we finally got there. I tried my best to be patient and I wa s. I didnt complain at all. When we got to disneyland the firs day the lines were terrible! Some of the waits were up t @NUM1 hours long! Well i didnt complain,but it was hard not to!My little brother wanted to go on all these kid rides that the lines were huge for , but i held my patients not wanting to get anyone upset. Since I like everything to get done fast and not waste my time waiting i felt like i was going to explode at dinner. Dinner was a this seafood resteraunt wich was bad anyway because i hate seafood!while all this waiting was happening I kept my patience even when it took an hour to get our meals! Even worse was waiting for the disney busses to get back to your hotel. My mom and dad said they were very proud of me keeping my patients through all of the waiting. I learned all lot of things there. One disneyland is not a good place for people like me who are not very patient. Second patients is one of the hardest things in life, but some of the best things in life require you to have patience. So,thats @NUM2 time I had to have a lot of patients, but i realized patients is a good thing to have.",10,11,21,0.7
17927,7,"Tick and tock went the second of my watch and I went on, the fifet te oct far and it was wait people come in a out of the nir or with presnt and box give tree candy. Cote qinges don't fill up lot and lot of people. On a bolt the airpant I weat to the wid no and list to the ride like a hout latebile celove. And the most faist think happiy let my bag. At deivent soa wauly. I went back to the air prot and I went home. In contemns I was patience. In conteing I was patience I the cathiner   and at air port and nevier and what is patience is all about.",3,3,6,0.2
17928,7,One day I went to a concert at @ORGANIZATION1 and there was a very long line. While I was in the line there was this girl who had no patient cause we had to wait in line for @NUM1 1/@NUM1 hours when that time past we all went to get our spots and before we had did that there was this long line again but even longer but it was ok cause I had patients. With all this patients it reminded me of my mom when she went to the doctors office for @NUM3 hours and I had to wait in his waiting room. And also I went to my living room with my mom and she just started talking on the phone and she told me to hold on but my sister kept on interrupting her and I told her you need to hold on and let mom finish talking on the phone so she ran up the stair and she said your stupid punk so I said I don't care.,6,6,12,0.4
17931,7,"Being patient as a kid is never really easy. I know lur lne being patient is like taking a baby's lollipop away from mom il just not pretty. But one time l really had to use my patience. Now it wasn't easy at all waiting in line at kings' island @NUM1 hours just to go on illegible. Socio. We waited about another @NUM2 minutes maybe @NUM3 minutes and yes! It started working again. So many people had left us was nicor because me line shortned some, but it was still probably going to be a long wait. It was nice when we got in the building because it was nice and air-conditioned. We sat around warning and waiting debating on wheiner or not. We wanted to stay or leave we ended up staying and waiting for which seemed like forever! Until we stepped into the space snottle. There was another room we had to go through to get to the ride. Finally. The out was over! Using my patience and waiting inline forever really payed off in the end. It was a great ride.",12,12,24,0.8
17932,7,"@PERSON1, this is boring! I want to try my backflip! I whined. @CAPS1, you're not ready yet, just wait. If you wait and practice more, it will be easier,"" said @PERSON1, as she spotted one of the other gymnasts in their back-hard-spring. We had been working on our back-hard-springs for weeks and I was the best at them, in the class. We had to wait another two weeks until we started  on our back flips, but I really wanted to try it out. I rolled my eyes at @ORGANIZATION1's answer, and continued to practice my back-hard-springs. I was doing them down the wedge, and in the middle of each one, I'd do a little roll for fun. Someone called @PERSON1 so she walked out of the gym to talk to them. Just because she was my coach, didn't mean that she should tell me when I should, or shouldn't do my back flip. I really wanted to try it, and @PERSON1 was out of the room, so it was my chance. I took a deep breath and lunged into my backflip. As I glided through the air, the thought that I never learned how to land my flip crossed my mind, and I landed on my ankle. ""@CAPS2!"" I yelled. I tried to stand up, but I couldn't; my ankle hurt so bad! @PERSON1 ran into the gym as I fell, after attempting to stand up. ""@CAPS3 happened?"" ""I tried my back flip.""  ""I told you not to! If you were patient, and waited till I showed you how to do one, this wouldn't have happened!""  ""@CAPS4"" ""I'll go get an ice pack."" @CAPS5 since that day, I have had problems with my ankle. If I had been patient, I wouldn't have gotten hurt, and I would still be in gymnastics, @CAPS6 then on, I've known that being patient is the right thing to do.""",12,12,24,0.8
17933,7,"@CAPS1 story of patient"" One time I was patient was when I went to the @CAPS2 for a check-up. Me and @CAPS1 dad have wait in the lobby for ?? time, after every ?? went in for the appointments. I couldn't take it no more, but he made me stay. So I kept quiet. Well, most of the time really I wanted to say something really bad but instead I held it in. So finally we went in I was so happy. It was like I was the happiest man on earth. That's @CAPS1 story about patience.""",7,8,15,0.5
17937,7,"One time I was patient for the doctors and I had a great time. Another time I was patient, I was at the dentest. My therd time I was patient when I was going to @ORGANIZATION1 and it was boring waiting but I was patient. Last but not least I was patient to go on the tower of terror. It was the funest ride there.",5,4,9,0.3
17941,7,"One time when I was patient was when I was waiting for my fitted, mirror, league hats to come in the mail. They so, dit would only take @NUM1 ??? days so, I said ok that's not to so days flew by and hats were supposed to come in the mail that day so when us truck came by I was so exited but there was a box for my mom.""@CAPS1."" I said I was really, so planted but I thought to myself they i.e. come tomorrow and??? the didn't come so I as stil patient but close to not being two more days past so I just gave up then one day when I got home from my friends house they were there yes, finally all my patients payed off and thats the time I had patients.""",7,8,15,0.5
17945,7,"A @DATE2 ago my @CAPS1 was brought into the @ORGANIZATION1 because of her incision from a previous operation panste open. Because of @DATE2 physical coller coaster, I have missed three days @DATE1 and one day @DATE2 of school so far because I was gone visiting her. Now I'm back and trying to catch up with all my classes. So far I've achieved that goal with @CAPS2 and social @CAPS3, but have yet to catch up in the other subjects. Although students are only allowed one day to make up what they missed per day they were gone, my other teachers have been extremely patient and helpful to me and willing to hold off grading me until and the time catch up in their class I think I'll make it.",10,8,18,0.6
17950,7,"Being patience is hard to do, @CAPS1 I do remember a time when I was patient. This was at @CITY1. Me and my group had to wait for everyone to get back to the bus. We were the first one's to the bus so it took a while before they came. @CAPS1 before they did I was as calm and patient as can be.",6,5,11,0.36666666666666664
17951,7,"One time I was patient is when I was going skating. And I was waiting for my mother to come pick me up from @CAPS1 @CAPS2 I told my friends ""yu ll need a ride"" and I made a mistake and told my mother  the wrong time period it  was @NUM1 and I told my mom @NUM2 and had to wait a whole @NUM3 hour.",5,4,9,0.3
17952,7,"That is the time I was to be patient.  Hope you enjoyed I am not a very patient person very rarely have I been patient. But, there is sometimes I was. I still remember three years ago when I was in @NUM1 grade my whole day was full of patience. That day I was getting picked up early. I was getting picked up early from school because that night I was going to the @ORGANIZATION2 and @ORGANIZATION1. When I woke up I was so excited! I had been waiting for that day for a whole four months! I was so happy it was finally the day; when I got to school I had to tell everyone the news. My friend went a few days before and said it was a good @ORGANIZATION1. When it was getting close to the end of the day the speaker in my classroom went @CAPS1"" then the lady and I had ?????????? for an early ?? mission I had been waiting for the moment! After I got picked up we went and picked my cousins up from school too! Then we went to there house got ready and we were off to a day we had all been waiting for....""",10,11,21,0.7
17954,7,"Come on I need some help. Sir please sit down. I will be writing about a time my @CAPS4 took a suit to a tailor for a conference. Can you please find my suit. Sir we are trying our best, we might have given it to someone else on accident. I need that suit to go to my conference. Well sir what we can do is have you pick out another suit and we will have the tailor start imediently on you'r suit o.k. I like this one. What needs to be done asked the tailor pants are to be long. I will have it done in no time, @CAPS1 me about two and a half hours thats when my plane leave for @CAPS2. I will have it done in @NUM1 minutes. I will be back here in @NUM1 minutes for waiting I will even @CAPS3 in a free tie. At the end my @CAPS4 ended up with his suit.",7,4,11,0.36666666666666664
17959,7,"Patient is very hard when your waiting for something you want. Very hard when your waiting in a line that is very loud or when you order something on the internet and you have to wait only two or three days. If your not a patient person that cant wait for the simplest thing that will only take a while then your a very impatient person that cant wait. If you are a impatient person then you are selfish, mad, and evidently not patient.",4,3,7,0.23333333333333334
17963,7,"Once upon a time there was a preeteen name lola @CAPS1 lived in a land called wounder land and lola was a single queen @CAPS1 had lots of money and food and @CAPS1 had a big house but there was one thing that lola was missing @CAPS3 was a preteen prince there were lots of boys thowing themselves at her but not one of the cute strong preteen boys was the one for her. So one day @CAPS1 wanted to go to the village and see all her people and they were very happy to see her they yelling her name llola lolal and telling her that is was the best queen they ever had. Then after they stop yelling her name @CAPS1 saw a cute and strong preteen prince and has name was @PERSON2 and @CAPS1 fell in love and went over there and said hello and he said @CAPS4. Then @CAPS1 said do you want to come to my place and have diner and he said yes. Were do you live and @CAPS1 said in the big place he said ok see you at six. He did not know @CAPS1 was a queen so he went to the place and they at carb legs then after diner they played veido games afer that they started to like each other. Then a month later the were boyfriend and girlfriend everything was going good. @CAPS1 wanted him to ask her to marrie her but @CAPS1 had to wait patiently and @CAPS1 did @CAPS1 waited a year and he still did not ask her to marrie him. @CAPS1 new that if @CAPS1 ask him @CAPS3 would not work out so @CAPS1 wait and @CAPS1 waited some more and he tell didn't ask her so the next day @CAPS1 went out with her friends @PERSON1, @LOCATION1, feanne and @CAPS5 and they went to the @CAPS6 and they sat in the mud bath and they were talking about how @LOCATION2 and @PERSON2 were doing and @LOCATION2 said they were doing good. @CAPS3 is just won't ask me to marrie him I don't think he wants to ask me but we liveing together. The next day @CAPS1 @CAPS1 came home and all her friend and family were in her house and in front of everyone he ask her to marrie him and @CAPS1 said yes and everyone was happy for her and he said I was going to ask you I just wanted @CAPS3 be one you will never forget and @CAPS1 ask her friends if they knew and they said yes everyone knew we just couldn't tell you. A year they had a big wedding @CAPS3 was so perty and @CAPS3 was the wedding of the village and everyone was there and they partyed all night. The @CAPS7.",11,11,22,0.7333333333333333
17964,7,"There once was a soldier named @CAPS7 connor. He is a private first class. His bestfriend named @PERSON1, he was also a private. I can't believe we have to wait six months before we actually get to deploy."" @CAPS1 @CAPS7. ""@CAPS2 thats how its like man,"" @CAPS1 @PERSON1. They both @CAPS1 walking to the firing range. Ping! Went the target as the bullet struck it. ""@CAPS3 shot!,"" @CAPS1 @PERSON1. ""@CAPS5."" @CAPS6 @CAPS7. Right in the center was the hole were the bullet struck. @CAPS7 had great aim but he still had to wait. ""Patience,"" @CAPS1 @PERSON1. @CAPS7 was patient and all but he wanted to go so bad. Finally his time came deployment. He  was so excited to go. One day on patrol his convoy was hit hard by mortors, he was killed in an instanct. In this story patience is the key to everything remember about patience next time you have to wait.""",9,12,21,0.7
17970,7,Patience perso is someone that deal with difficulties without complaining. Like when your waiting in the docters office fora checkup. Or in the eye doctors maybe a dentist. When your in the doctors office it all quiet then there a phone ringing! Then the doctor walks in or dentist all there is is waiting and waiting.,6,5,11,0.36666666666666664
17973,7,"Last @DATE1 I went to @CAPS1 @CAPS2. And we drove for hours! O my go she butt hort! We got there and there were no packing spots, so we went to the back back lot! but then I was excited we were walking towards the park I was the wicked twister and surprised my @CAPS3 asked me to pick the first ride I said the wicked twister so we got in and I looked at the line for the wicked twister and guess what it took @NUM1 minutes to get on the ride I was so patient that day and then we cut the corner and there was like @NUM2 more people! So that day I rode almost all the rides in the park and ate a whole @NUM3 pound burgers fries and a shake! So theres my story about my patience!",7,8,15,0.5
