essay_id_comp,prompt_name,full_text,rater1_domain1,rater2_domain1,domain1_score,holistic_essay_score
31,1,"I agree that computers deffinately are an advantage to our society. I think this because they help us communicate and video chat with family and friends online, used as a great tool with school work, or work purposes. Most of all for the enjoyment of children and now the fun computer games help them prepare for real life consequences,like how the game webkinz teaches kids to care for pets. ""@CAPS1 you have a @CAPS2?"" @CAPS3 @CAPS4, my @CAPS5. ""@CAPS6, please friend request me"", I replied. Later that night, I get home and check my @CAPS2, a new notification pops up and I am now friends with my @CAPS5 @CAPS4. My entire family is on @CAPS2 and I think it's so usefull for several reasons, like making plans and parties. I hate writing invitations, but now every year for my birthday party I just type them up, taking less than five minutes. Or, for an even simpler way of sending invatations you can even just type an email or @CAPS2 message. In fact, I just got invited to a party yesterday over @CAPS2. It's so easy, you just create an event and tag all of your friends in the note. Also, it's so easy to get @CAPS13's because you automatically get notified. Technology like this drastically makes life easier. For example, have you ever gotten something new and just can't wait to show your friends? Well, now you can, in the comfort of your own home. All you need is a webcam and you can instantly connect with one of your friends that have one too. ""@CAPS14, @PERSON1! I love what you've done to your room, the pink wallpaper is so cute!"" I said. ""@CAPS15 you! I love your hair today. It's so pretty,"" says @PERSON1. I love webcamming with my friends because you can see and hear them as if they were in the same exact you. As you can see, webcamming is so much easier than spending more time money, and my moms time and getting a ride over her house. Computers make life so much more convienent. Another example how this is so much easier is now computers help you with school work. Have you ever had to write a report? Well, now many times teachers especially enjoy them typed because many students have messy hand writing and most kids won't like writing it anyways. Like myself, I type faster than I write and that's why I agree @PERCENT1 that computers benefit society. Most importantly, computers can help you find a good job online and even help type a great resume for you. How impressive would that be? If I was applying for a professional position of a job, I know I'll type my resume. In conclusion, that's how computers are so helpful, beneficial, important and fun to our society.",4,6,10,3
40,1,"Dear local newspaper, my name is @PERSON1 I am @NUM1 and I go to naylor school. I am writing to you convince that computers have a positive effect on people. Please read the following reasons. Computers have a positive effect on people. Your able to communicate with people all over the world. When my brother goes on the computer he get's to talk to my family in @LOCATION1 I like to use skpye because when we talk to family in @CAPS1.R we use a webcam to keep in touch with my family. They teach hand eye coordination and help me in ping-pong. It help me wacth the ball in computer and I do the same in the wreak. You have lot's of access to different information, my mom found a job in the computer. Everybody have access to weather or news, Some say it's a lack of exercise. People get addicted to the computer. Some can get obese and mess with your love life. These are the reasons why I belive computers are good for society. This is why people should agree that advance in technology. Technology keeps on upgrading.",4,3,7,2
44,1,"People are spending too much time on computers. People that spend to much time on the computer do not have time to interact with family or friends. People spened to much time on the computer. The kids that spend time on the computer get bad grades. They also get tired every easy. First of all people spend to much time on the computer. @PERCENT1 of kids spend @NUM1 to @NUM2 hours on the computer. I once spent @NUM3 hours on my computer on @CAPS1. A lot of kids go on @CAPS1, @CAPS2 and iTunes. My friend spent @NUM4 hours on those websites. People spend way to long on the computer. Another reason, kids that spend time on the computer get bad grades. @PERCENT2 of kids that spend a lot of time on the computer forget to study for test. Once I spent all night on the computer and the next day I failed a test. Kids forget to do homework to. My friend was having so much fun on the computer he forget to do his homework. Kids should get off the computer and worry about school. My final reason, kids get tired from being on the computer for so long. @PERCENT3 of kids get so tired they can't do anything once they get off the computer. I got so tired from being on the computer for so long I took a nap. @PERCENT4 of kids forget they made plans after school. One kid was so tired he blow the plans off that he made with his friends. Kids need to get away from the computer. In conclusion, kids spend to much time on computers. People spend to much time on computer. Kid end up getting bad grade because they spend time on the computer. Aslo, kids get tired very quickly from being on the computer. Something has to be done about this.",4,4,8,2
49,1,"Dear local newspaper, I am writing this letter to you to show on how people get effected from computers. It effects people very well and teaches people many things for just one technology. Computers effects many people for what it does. Computers have many advantages that people learn very quickly. Many people love computers. It is one of the most best inventions to everyone around the world. They teach positive things for people to learn. Computer even have a positive effect on people across the world. They teach many things for people to learn and that have already learned. Such as, hand-eye cordination. When you type up words it teaches you to see better with your eyes. Computers also, give people the ability to see, understand, and gives information about people across the world. Celebraties are very popular on computers or other technologies. Computers help you learn things better than any other technologies. Anything you can get on any other technologies. There is a guarantee of you will find it on your computer. Computers are just like other technologies but in some categories they're much better than the others. Computers are very important in life because without computers we would not learn how to communicate with each other. If we did not have phones to use to call someone. On the computer if you go online you can maybe talk to someone by their email address. You can talk to someone that you have not talk to in years. You can look images or videos that you haven't seen in years. On computers, you can find out information from news that week of or even the day of. In conclusion all I say is that without computers in this world. What would it be like? Most technologies that are not as good computers will be popular without computers. I wonder what it will be like?",3,3,6,1
51,1,"Dear Local Newspaper, Have you ever wondered how to get somewhere and you didn't have a map or @CAPS1 near you and the only thing that was the near you was a @CAPS3. Well I am saying you should go on it and search were you want to go. Computers are very helpful in every one's daily life they have so many facts and interesting things on them, @CAPS2 about again trying to figure out were someone lives it's very easy, go on google and type in someones's adress and there you go. The @CAPS3 is also very good because have you ever thought about one of your friends or a special someone and you havent seen them in like a really long time and you miss them well no problem mostley all computers have some sort of camera in them were you could video chat or just chat regular on the enternet. That is very helpful because even though you could just go on the phone and call them it's better to do it online because how about if you havent seen them you want to see a picture of them they could just send it to you on some sort of chat page or just your email. It is so much better then mailing one picture in the mail and it takes days for the mail to come if you could do it the faster way on line and on video chat it will be better.. The @CAPS3 is also very helpful because how about one day you want to go some were and you dont know what the weather is going to be well you could go to put on the tv and see but there is so many communications and you cant really see because they move the weather days fast. On the @CAPS3 you could type the weather in for one week and it will tell you and you could look at it for as long as you want and it will stay there so you could see the whole week without the screen having fast as the image is not in the light light or if it's to dark. The @CAPS3 is so helpful. People do say that it is good to get off the @CAPS3 and go for a walk outside in nature I do agree with that but people and children do get their exercising by walking around the house and going outside going shopping. Computers are helpful and nice and another thing is say one day you are online and you are looking at clothes or shoes and you want to buy them but you dont want to go to the mall a half hour away from were you live you could just buy them online and they will be shipped to your house and you dont even have to lift a fingure. They are also good because they have like a dictionary on it were if you dont know how to spell a word you type it in the best way you can and it corrects your spelling and tells you what the word is, also the computers have pictures of everything, if you want to see how something looks like you can type it in and shows you. with all the facts I have given you I hope you agree with me that computers are very helpful nice and safe.",5,4,9,2
52,1,"Dear @CAPS1 of society I am writing this letter to you to explain the many benefits towards computers. My first reason will explain the many ways computers help you @CAPS2 beleive that people using computers is a very good idea. They beleive this because computers make you really focus and pay attention. This gives you really great eye sight and amazing hand eye cordonation. A important ability that computers have is they are able to teach you about far away places depending on were you live. The reason people would probobility want to visit one of these places on a website would probobility be for vacational purposes. My third reason to why I feel we should keep computers is. There is a lot of websites you can join so that you can speak to your friends as long as there online. IAM, @CAPS3, @CAPS4 exc. These are all great uses for computers. Also people who own a well paying email system on these computer that tells them who wants to sell a piece of machinary, or anything that involves buisness ethics. Now you know my three very important reasons to why computers are a great way to get hand eye cordonation. A great way to learn about other states. And so you can talk to friends and have a email for buisness purposes. I hope you have enjoyed reading this and hope to see you on my side toward this topic.",3,4,7,2
55,1,"ARE YOU @CAPS1!! Computers are great, they're great because of these @NUM1 reasons. Kids can do homework on computers, also you could video chat with friends and family finally because you could look up just about anything you want on the computer. Computers are great because kids can do there homework on the computer, thats good because if they forgot there book in school or something like that then they could just get the answers of the computer. Its also good for business men because they count on computers for all there files. Computer are also great because you can video chat with friends and family. Video chatins is awesome because if a friend or relative goes out of town they could just brings there labtop of webcam and then you can talk to them whenever. Video chatins is also good for company's if there buyer is in a different country they could just video chat all the information.Finally, computers are great because they are so resourceful. There are hundreds of websites where all you have to do is type in what you want to know and there will be thousands of links for you to search and get your answer. They ere also resourceful for pictures or maybe even powerpoint presentation! In conclusion, computers are great because, kids can get there homework done, also its good for video chat finally because the internet is very resourceful.",4,4,8,2
57,1,"in @DATE1 has become far more advanced. Computers are one of the most futiristic objects. The computer is good for connecting to people around the world. However, computers have bad effects on people's lives. Children are taking time out of their homework to go on the computer, citizens are gaining weight, and children are being kidnapped. School is very important and valuable if you want to suceed in life. However, computers have made it difficult for students to concentrat on their homework. This is a horrible habbit and a bad effect on students every where. Students grades will suffer and will not obtain class credits if this problem is not mentioned. Obesity is a huge problem in @LOCATION1, five out of every ten @CAPS1 are either overweight or obese. This can lead to death. The problem is that people are spending hours on the computer each day. Most of that time can be used to exercise. Exercising can be an important benefit to someone's life. If this problem is not addressed millions of americans will be overweight, @CAPS2 is a very serious and dangerous topic. Every month dozend of kids are kidnapped. Since the internet was invented there is a twenty percent increase rate of kids missing children will go on poppular networking websites such as @CAPS3, @CAPS4, and twitter and give out their important information. Pedophiles use the internet to trick children in to giving their address. This problem needs to stop and be addressed by the police. Everyday, more and more people use computers. Compuers have good and bad effects on peoples lives. The bad effects are very serious and dangerous. How would you feel if your child fails school, gains weight, or gets kidnapped because of the computer?",5,4,9,2
62,1,"I think it is okay for people to use computers because they get to learn new things and meet new people. I don't think it's a bad idea to use computers because some people who have jobs works on computers all day. @NUM1 each sometimes computers can be a distraction but computers can help you alot. I think using computers can help you learn new things and meet new people. Slick, slack, slick, thats the sound of people typing ont he computer and meeting new friends and having a good time. When you learn something new like a rat is as big as a house. You get excited and feel your the smartest person in the world. I dont think its a bad idea to use computers because some peole who have jobs work on computers all day. I think people who uses computers all day while the're at work dont have to be classy, topuler or trendy, they just working to help themselves and theior family. YEah sometimes computers can be a distraction but computers can help you alot. They can help you learn new things meet new friends and give you something to do when your bored. i remember the time when I was bored and I went on the computer to google who @PERSON1 was and I found out she was a famous sinher, someone I didn't know but heard about. Chantrail @CAPS1 a @NUM2 grade student says ""only people who want to learn something or meet new friends will use the computers. If you want to learn something new or meet new people then I suggest you stop eating those chips, get off that couch and use the computer.",4,4,8,2
65,1,"Dear Newspaper, People are spending way too much time on the computer and it is not right. They should be excercising, and interacting with friends and family. Having a computer also distracts them from schoolwork. Computers normally have effects like this on the people that use them. Instead of sitting at the computer all @DATE1 people should be out getting exercise. The @LOCATION1 is one of the coubtries with the most overweight people. Many teenagers are inside all @DATE1 at the computer waiting for their friends screename to pop up so they can talk to them. They don't need to be completely gone, but while they're waiting for their friend they could be exercising. All they need to do is put on some fun music and start dancing around, that will get them the excercise they need for the @DATE1. They also could do ten pushups and twenty curlups, or even more if they wanted to. Instead of sitting at the computer all @DATE1 exercise. Having a computer effects the owner because they don't have a lot of face-to-face converstions with friends and family. You can call your friend up and have them come over your house instead. If they can be at home on the computer for hours then they probably can hang out in real life. Instead of videochatting with your cousins in another state, lan for them to come visit you guys one @DATE1. That way you can actually talk to them and see what they're doing to. You could also play board games, hide and seek, etc. It is much more fun to be with someone in real life, then to talk with them online. The last but deffidently not least effect that computers have on peoples lives is it distracts them from school. Once you start talking with one of your friends, it's pretty hard to stop. Many people don't know how to stop so they don't do the homework they were supposed to do, or they didn't study for the big test the @DATE1, therefore they end up failing it. Some kids will do homework and a on the computer at the same time, the homework is probably wrong because they weren't concentrating on it hard enough. Having a computer effects your life in many different ways, some positive and some negative. Some ways are it ""stops"" you from exercising, it doesn't let you have face-to-face interaction with friends and family and it distracts many kids from school.",5,4,9,2
66,1,"Wouldnt it be great to use computers in everyday life? In this country we can. You can use it to talk to people you never thought you would see again. Looking at places far away is always an option. You can even simply use it to help with homework essays. Locating and researching, even going to different countries, even different continents is possible to do on the computer. You can buy plan tickets. reserve rooms, even reserve tables at resturants in different countries by just a few clicks. Another thing is, you can research countries, towns, and cities with google instead of having to go out and get books. Reading about and talking to people from different countries is always an option. Being able to talk. and read about people and go to countries just by a clicking a button is pretty amazing. Computers also allow us to talk and communicate to people when there is no other way. The computers give people the ability to talk and see people they they the would never communicate with anymore. An example of this is my father hadn't see his father since he was two, but he started communicating with him and we were able to see him and chat with him through web chat. So these web chatting websites; ooVoo, facebook, myspce, skype, etc, is allowing people to reconnect. This advantage is allowing friendships and relationships to continue, is that really bad? Computers can help people with their homework and essays. For instint, they can type and print their essays instead of having to write it on paper. This helps because first it makes their, it also can be changed quicker and easier. They also can get information about what they are studying quickly and more efficiently. Instead of searching for a word in a big dictionary they can use an online dictionary and just have to type in the word. Online dictionary also have prounociation help and different langages. This helps so much so they can get their work done and exercise, enjoy nature, or interact with family and friends. I hope you will take my opinion seriously and think about it is using computers for daily needs really that bad?",5,4,9,2
74,1,"I believe that computers have good effects on people. Computers allow people to stay in touch with long distance friends or family. Computers have games for kids that help them learn, and, also, people learn new things, too. My first reason is that, computers allow people to stay in touch. If someone in their family live long distance then they could always use e-mails to talk. That way they wont lose each other. Also, sometimes, friends move away and you always want to keep in touch. Another thing is that, if they want to send photos to each other, they can use e-mail. Also, because, thru an mail takes forever. Please, let the people stay in touch! My second reason is that, computers has games kids play. The games kids play could help them learn more. Sometimes watching t.v. don't help. If they acutually play the game and see what their doing, then they will got smarter. That's what we want for our kids, right? Also, kids have fun playing these games. Do you really want to take the learning experience away? My third reason is, computers help people learn new things. Like, they could go on the computer and learn what's happening in the world. People can learn new words they never knew about. Also, pictures on the computer help, too. For example, if someone is traveling somewhere, and they don't know how the price. They can get on the computer and check it out, right? So, in conclusion, I believe that computers are good use. They help people stay in touch, help kids learn by playing games and help people learn new things about the world and more. So, I'm saying, please, keep the computers. They are not a waste of our time. Turst me!",4,3,7,2
79,1,"Computers have caused many people money, friends and time. In fact, since that the computers came out this year, lots of people has been spending web to much time of them. Which can cause people to loose time and friends. Computers and technology today have had a very influence on very many people. Spending too much time on computers can cause to loose time and money. For example, my oldest brother was very large at the age of @NUM1 or @NUM2 because our computer started working, but this had a positive impact on him, he started participating in sports such as basketball and lacrosse and that he was very at them and followed lacrosse through highschool. While doing this he and saves my parents money. This is @CAPS1 reason how computers have had a negative effect on people. The new technology has caused people to loose lots of time when they could be doing other things that would them in life. For example, many people in the @LOCATION1 have half of their day to computers, and not getting the exercise of this are video games of the day on computers. This is @CAPS1 affect that computers can have on people is loosing or with friends. For example, I used to be friends a person, but then he did not talk to me for almost the entire @DATE1 because he was always on the computer, which made me think that he did not want to be friends but actually he just deleted almost all of the the @DATE1 to the computer. Since this helped I have been over to his house about @NUM3 times this year as to every @DATE2. This is @CAPS1 way computers can change your life. The time has come to decide whether to have a computer or not to have in computers. In my mind I that it would be best for everyone if we did not have the on computers, but if you do that we should have the an computers than put a certain time wait on computers. In your so you and your family members don't loose time, exercise time, or friends. Overall, I think that it would be best for everyone if we had a time on computers to the whole day on them.",5,5,10,3
