essay_id_comp,prompt_name,full_text,rater1_domain1,rater2_domain1,domain1_score,holistic_essay_score
14888,6,"The obstacles the builders of the Empire State Building faced in attempting to allow dirigibles to dock there were, A thousand-foot dirigible moored at the top of the building, held by a single cable tether, would add stress to the buildings frame. So that was an obstacle because if the workers were up there working with that it would have to of been a very dificult situation and chalenging to work on the building with it like that. Another obstacle I would have to say would be the wind pressure they had when the thouand-foot dirigible was only hung on by a single cable that must of been a difficult obstacle with the wind blowing hard. Over sixty thousand dollers' worth of modifications had to be made to the buildings frame work must have been a challenging obstacle because they had to do alot of work that would take a while to get done if it has all over sixty thousand dollers' worth of work they had to do @CAPS1 on the frame work.",1,2,2,2
14892,6,"There were many obstacles the builders of the Empire State building faced in attempting to allow dirigibles to dock there. For one thing, the builders couldn't simply place a mast on top of the empire state building, because the building would surely collapse. ""A thousand-foot dirigible moored at the top of the empire state building, held by a single cable tether, would add stress to the building's frame"". To change and fix this problem, over sixty thousand dollars would be needed for the modifications. Another obstacle the builder's failed to see was the actual construction of a modern-day dirigible. The dirigibles, ""used hydrogen rather than helium, and hydrogen is highly Flammable"". If the dirigibles were to ever explode while docking, the situation would have been horrible over a densely populated area of New York. Lastly, the greatest obstacle of the building was nature itself. ""Even if the dirigible were tethered to the mooring mast, the back of the ship would swivel around and around"". this would be very dangerous. The dirigible could @CAPS1 over pedestrians the streets meaning it was not safe at all. There are three obstacles that prevented the empire state building from allowing dirigibles to dock there.",3,3,3,3
14896,6,"Despite Al Smith's goal of fulfilling the ""dream of aviation pioneers,"" the builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. One such problem that the builders faced was the stress a dirigible would add to the building itself; by mooring a large dirigible to the building by a single cable tether, the building would have to be able to withstand the stress of the dirigible itself and the wind pressure that would be transmitted throughout the entire building. Thus, the builders were forced to strengthen the frame of the Empire State Building with over @MONEY1 of modifications. In addition, dirigibles from outside the United States posed as a danger hazard due to most of them being filled with highly flamable hydrogen. When the German dirigible was destroyed by fire in Lakehurst, New Jersey, it became obvious of the risks of such an accident above a densely populated city of New York. Not only that, but the raging winds on top of the Empire State Building also posed a problem as even when tethered to the mooring mast, the rear of the ship would continually sway around the mooring mast; this proved to be a danger hazard with the citizens of New York directly below it. Furthermore, there was an established law prohibiting airships from flying to low over urban areas; this made it illegal for a dirigible to tether itself to the Empire State Building and further cemented the impossibility for the builders in attempting to allow dirigibles to dock there.",4,4,4,3
14898,6,"In the excerpt from ""The Mooring Mast"" by @PERSON1, the builders of the empire state building faced many obstacles in attempting to allow dirigibles to dock there. The greatest obstacle the builders had to overcome was the winds were constantly changing because of the air currents. Another reason why dirigibles weren't allowed to dock on the empire state building was because many dirigibles from outside the @LOCATION3 used Hydrogen which is very flammable. So if one blew up like it did in Lakehurst, New Jersey more people would be effected by it. Yet another reason why dirigibles weren't allowed to dock there is because they could use lead weights to weigh down the back of the blimp because that would be dangerous for the people below Another reason why dirigibles weren't allowed is because of the sharp spires of the other buildings in the area. If a Navy captain was afraid of having his blimp poped then no one should be allowed. The last reason was that there was a law saying that air ships can't fly too low over urban Areas. Those with the obstacles the builders could never overcome.",4,4,4,3
14908,6,"The builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. In paragraph @NUM1, the excerpt tells the reader of a huge issue. It states, ""A thousand-foot dirigible moored at the top of a building, held by a single cable tether, would add stress to the building frame."" Due to this over sixty thousand dollars worth of modifications had to be made to the buildings framework. Another set back is in paragraph @NUM2. It states, ""The greatest obstacle... was nature itself."" Due to violent air current, the back of the ship would swivel around the mooring mast. Tethering the mooring mast would do little help. Lead weights could not be used. In paragraph @NUM2, it states, ""dangling weights high above pedestrians..., was neighter practical nor safe."" All of these obstacles showed architects, the project at that time was impossible.",3,3,2,2
14910,6,"The builders of the empire state building encountered many obstacles. These obstacles were not easily fixed. First, the steel frame of the empire state building had to be modified and strengthened to accommodate the ""new situation."" Another obstacle was safety. Having an accident would be detrimental to many peoples' lives, because it is located in such a densely populated area. Also the winds made the whole thing very dangerous. Lastly there was an existing law saying that airships could not fly too low over urban areas.",3,2,3,3
14913,6,"With any public transportation unit, many challengers are expected and some are problems unable to be solved. Based on the excerpt ""The Mooring Mast"" by Marcia Amidon Luested, builders of the Empire State Building faced plenty of obstacles in attempts to allow dirigibles, or blimps, to dock there. In regards to docking these dirigibles, they were breaking ""an existing law against airships flying too low over urban areas."" Which made the builders' procedure illegal. Also, not only was it a dangor for the citizens of New York City, but due to the weather conditions it was dangorous for passengers and workers on the dirigible. Luested states that ""The greatest obstacle to the successful use of the mooring mast was nature itself. The winds on top of the building were constantly shifting due to violent air currents."" This goes to show that any project should be checked for safety precautions at all times.",3,3,3,3
14916,6,"Al Smith and his team of builders faced several obstacles when trying to allow dirigibles to dock at the top of the Empire State Building. The first problem with docking dirigibles is that the steel frame and foundation could not support The stress put on it by a dirigible attached to it. Also, when the builders looked back on past dirigible accidents like the Hindenburg, they realized that if an accident were to occur, many lives would be at stake. Furthermore, there were laws that limited how low a dirigible could fly over urban areas, so it would be illegal for a dirigible to dock at the Empire State Building because it would be too low. Finally, and according to the builders, most importantly, the largest problem with docking dirigibles to the Empire State Building was mother nature. Winds at the top of the building were very high and changed unpredictably, effectively turning the dirigible docked into a disaster waiting to happen.",3,3,3,3
14918,6,"The builders of the empire state building where faced with multiple problems for their idea in for what the building would be used for.The first problem for the builders came up about the buildings frame. A thousand foot dirigible at the top of the building held by only one cable would cause to much stress to the buildings frame. the load of the dirigible and the wind would have to go to the buildings foundation, which was much to far below. The building would have to be modified costing over sixty thousand dollars in modifications. The architects made changes to the building to fit these needs. But again the architects we're presented with a problem. The mast of the building would cause problems that should have been spotted by the architects way befor construction. the biggest problem having to do with safety issues. most dirigible outside the country used hydrogen wich is highly flammable. There already had been an exsplosion one over New York could be to much.",2,3,3,3
14920,6,"The builders of the Empire State Building faced many obstacles when attempting to allow dirigibles to dock. Firstly, the thousand foot dirigible would attach to the buildings by a single cable, adding stress to the frame of the building. The builders were forced to modify and strengthen the foundation to address the issue of stability. similarly, builders had to deal with the issue of wind pressure which were constantly shifing at heights of over @NUM1 feet in the air. The load of the dirigible swinging in the breeze would transmit pressure and stress onto the buildings foundation. This was a high safety concern, and pivotal to the decision that dirigibles could not dock at the empire state building. Lastly, builders were forced to face the law against airships flying too low over urban areas, making it illegal for dirigibles to even attempt to land on the mooring mast. The builders faced significant obstacles such as building weakness, safety, and law enforcement, that made attempting to allow dirigibles to dock on the Empire State's mooring mast, virtually impossible.",3,3,3,3
14926,6,"Through the excerpt The Mooring Mast by @ORGANIZATION2, we learned that the builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock on the summit of the building. Some of the obstacles that the builders faced in this enginering challenge are; @CAPS1 the builders faced the challenge of how the Empire State Building was going to be able to support the weight of these long aircrafts. We learned this in paragraph @NUM1 when the author states ""A thousand-foot dirigible moored at the top of the building... would add stress to the buildings frame."" To overcome this problem ""The steel frame of the Empire State Building would have to be modified and strengthened (@NUM2)."" It is later said that these modifications would cost over sixty thousand dollars. Another problem that the builders faced was, how safe docking a blimp would be in a highly populated area.  In paragraph @NUM3 we learned that most dirigibles are made of hydrogen, which is highly flammable. After ""the German dirigible Hindenburg was destroyed by fire in Lakehurst, New Jersey... The owners of the Empire State Building realized how much worse that accident could have been if it had taken place above a densely populated area such as downtown New York."" All in all in the excerpt The Mooring Mast will learned that the builders of the Empire State Building face many obstacles in attempting to allow dirigibles to dock on the peak of the building.",3,3,3,3
14927,6,"The builders of the empire state building could not dock dirigibles because of the building's structure, the winds pushing the dirigibles, and public safety. The structure could not handle the swaying dirigible becacse of the winds pushing the back side. ""Most dirigibles from outside the United States used Hydrogen rather than helium, and hydrogen is highly flammable. this quote shows how dangerous it would be to put a large flammable dirigible over new york and the people in new york.",2,2,2,2
14933,6,"The builders faced many obstacles when attempting to allow dirigibles to dock. One was that they had find away that would not make the building to unstable ""A thousand-foot dirigible moored at the top of the building... would add stress to the building's frame."" Another obstacles was the winds would be too strong and not safe for the dirigible to be up there ""the winds on top of the building were constantly shifting due to violent air currents."" A third example would be that it was too dangerous to have the dirigible up there because the gases with in were extremely flamible ""most dirigibles from outside of the united states used Hydrogen... and Hydrogen is highly flammable."" The final obstacles the builders would have to face was that there is a law that does not allow airships to come to close to the ground in urban areas. So in conclution we can see that even though it was a good idea to port dirigible is was not a practical one.",4,3,4,3
14937,6,"Obstacles that the builders of the Empire State Building faced in attempting to allow dirigibles to dock there were some of the following. They needed an exact way of getting everything perfect for the job. The whole building process for this job was very complicating and needed the best expertese.In paragraph @NUM1, Al Smith's quote greatly backs up to my point. He says ""one set of engineers here in New York is trying to dope out a practical, workable arrangement and the Government people in Washington are figuring on some safe way of mooring airships to the mast"". It tells just how much people are working on this job.In conclusion, this was a complicated job. They weren't positive if the mast even be able to stay. They also werent positive if the fluids inside would be but a problem factor.",1,1,1,1
14938,6,"In the piece ""The Mooring MAst,"" by Marcia Amidon Luested, it describes what the mast on the Empire State Building was really for. There were many obstacles that the builders faced in attempting to allow dirigibles to @CAPS1 on the mast. One problem they faced was that the dirigible landed on the roof would add stress to the building's frame. The stress and wind pressure would have to be transmitted all the way to the foundation of the building. This means the building would have to be modified and strengthened. Safety was also a big issue for the mast. Because the dirigibles used hydrogen, it could catch on fire and be destroyed over a densely populated area. Another obstacle was nature itself. The winds on top of the building were constantly shifting. This made the back of the ship swivel around. Lastley, it was not successful is because of the law against airships flying too low. Before the constructors built all this extra to the building they should have thought of all the defects it could have.",3,3,3,3
14939,6,Al Smith was a very competitive person: one of @CAPS1 Al had to go through is competing with another building and he had to make his building taller Than the Chrysler building. Wich in @DATE1 if he didn't make his building taller he would of lost the tittel of The tallest building in new york,0,0,0,0
14941,6,"There are many things in life that seem like they could be brilliant ideas but, in reality there are many flaws with it. One of these ideas is using the Empire State building as a mooring mast for dirigibles. This is what Al Smith, the governor of New York at the time, discovers in an excerpt from The Mooring Mast by Marcia Amidon Luested. In this excerpt the builders of the Empire State building had to face some serious obstacles to allow the docking of dirigibles: @CAPS1 building the Empire State building many of the blue prints had to be changed. One thing that had to be changed was the skeleton of the building. They needed a way to support the drigibles if they were to dock. The skeleton they had in place put too much stress on the top half of the building that it would result in breaking. Another thing that the builders had to deal with was the safety of the @LOCATION1. If the highly flamable helium inside the dirigibles then it would be putting thousands of peoples lives in jeopardy. Finally the builders had to deal with the violently shifting winds. This too put stress on the frame of the building since the winds were so strong there and also a fear that it would blow the blimp into the pointed mast and break the blimp. Overall there are many reasons why the Mooring Mast never became a reality.",3,2,3,3
14947,6,"In the excerpt ""The Mooring Mast"" by Marcia Amidon Luested, the builders of the Empire State Building faced while trying to dock dirigibles. One obstacle was nature. At the top of the building, the winds constantly changing because violent air currents. This would make a ship swivel around dangerously. Even if it was tied in the back would move. ""The winds on top of the building were constantly shifting due to violent air currents. Even if the dirigibles were tethered to the mooring mast, the back of ship with swivel."" Another obstacle was safety. Foreign ships use hydrogen, and extremely flammable gas. In fields, they use lead weights to weight down. If an accident happened with either it would be extremely fatal. A flaming dirigible or a falling metal object  at extreme heights would cause serious injuries because the landing is above a highly populated city. ""Dirigibles from outside the @LOCATION1 use hydrogen... is highly flammable."" ""Could be weighted down by lead weights, but using these at the Empire State building, where they would be hanging high above pedestrians on the street."" A law forbids ships to fly in low urban areas so, if the moore worked it couldn't be used. These events led to the quiet dissaperance of the thought in the late 1930's.",3,3,3,3
14952,6,"Some of the obstacles the builders of the Empire state Building faced in attempting to allow dirigibles to dock there, was that it wouldnt be able to tie cable tether, because it adds stress to the buildings frame. Also in the story they tell you how the steel frame of the Empire State Building would have to be modified and strengthened to accommadate to the new situation.",2,1,2,2
14955,6,"Some obstacles the builders of the Empire State Building faced in attemting to allow dirigibles to dock there are safty and nature.                                                                                                                         Safty was an obstacle because most dirigibles from outside the U.S used hydrogen instead of helium and because hydrogen is flammible it was not safe at all because it could have caught fire just like the ""Hindenburg caught fire in 1937 so the owners of the Empire state building saw how it was unsafe for the public and the building. Nature is another obstacle because the wind currents on the top of the building kept shifting because of violent air currents. Those are some examples of some obstacles the builders of the Empire state building had.",2,3,3,3
14956,6,"Although high expectations were concieved for the Empire State Building, the builders faced many obstacles in attempting to allow dirigibles to dock there, as explained in the excerpt from The Mooring Mast by Marcia Amidon @CAPS1. The dream of having a mooring mast to dock new airships was quickly halted when architects first discovered the stress that a dirigible, held by a single cable tether, would add to the building's fame. As a result, ""the stress of the dirigible's load and the wind pressure would...be transmitted all the way to the building's foundation...nearly eleven hundred feet below"" (paragraph @NUM1). Consequently, architects had to reinforce the buildings framework to accommodate the tremendous amounts of stress. Secondly, the owners of the Empire State Building found that a law concerning airships became an obstacle as well. Stating that airships could not fly too low over populated urban areas, the law became another practical reason why dirigibles could not moor atop the miraculous building. Finally, architects had also discovered the greatest obstacle to their success to be nature itself. The winds atop the building were described to be violent, forceful and unpredictable. As a result, mooring dirigibles to the mast ""where they would be dangling high above pedestrians on the street, was neither practical nor safe"" (paragraph @NUM2). Moreover, the violent winds made it difficult for dirigibles to approach the mooring mast. In December 1930, the captain of the U.S. Navy dirigible ""Los Angeles"" feared that ""the wind would blow the dirigible into the sharp spires of other buildings in the area, which would puncture the dirigible's shell"" (paragraph @NUM3). In effect, the idea of using the mooring mast to dock dirigibles atop the Empire State Building quietly disappeared. As described by Marcia Amidon @CAPS1 in the excerpt from The Mooring Mast, the builders of the Empire State Building faced many obstacles in allowing dirigibles to dock there.",4,4,4,3
14960,6,"In the nonfiction article The Mooring Mast by Marcia Amidon Luested it gives information of the potential problems from the Mast. In @CAPS1 @NUM1 it says ""The steel Frame of the Empire State Building would have to be modified and strengthened."" This shows that at first the building was not strong enough to hold such weight. Another problem was nature. The workers had to take nature into effect. If they had a dirigible or a blimp up there the wind could potentially harm the dirigible. There was also a law in place that for bid aircraft to fly that low. Finally, workers had to make the height exceed any other height that was taller. In @CAPS1 @NUM2 says ""In December 11, 1929, he announced that the Empire... would reach 1,250 feet..."" John Tauranac also followed by saying ""Their top they said would serve a highe calling."" The builders had a lot to take in to effect they had height issues, frame and law issues. That they had to sort out.",3,2,3,3
14961,6,"In the novel, The Mooring Mast, by Marcia Amidon Luested, obsticals of the Empire State Building faced to attempemt to allow dirigibles to dock there were enginering challenges. A problem with the docking was that the building was complete before the idea came to mind. A second problem was that the whole skeletal structure had to be changed in order for dirigibles to be able to dock. Then the question on how the airships, dirigibles, would stay next to the building. These were harder problem after it was illigale to have dirigibles to be close to buildings as well. Plus the fact that if they crash they are flamable and could kill people. Those are some facts that made it difficult for the Empire State building to build a dirigibles docks in the novel, The Mooring Mast, by Marcia Amidon Luested.",3,3,3,3
14968,6,"Now, people know what a ludacris idea it was to have dirigibles dock on top of the Empire State Building; however, in the @DATE1's and @NUM1's people were oblivious to the idea many failures and the obstacles the builders would face. One obstacle that was faced was that most of these dirigibles used hydrogen instead of helium, which is extremely flammable and put the city at risk. Another obstacle was nature, due to the winds on top of the Empire State Building it was hard to bring the dirigibles remotely close to the mast. Yet another obstacle facing the builders of the mast was a law that prohibited airships from flying too low over urban areas like New York City. Overall, the idea could not be projected into a real-life, visual interpretation because of the obstacles faced by the builders of the mast, now people have airplanes and airports to dock the planes - theres no use for the mast on top of the Empire State Building regarding aviation.",3,3,3,3
14983,6,"The Empire state building faced several major problems in making a station for diridgibles to dock. One is, that at that time there was a law prohibiting airships of any kind landing/docking in a residential area, never mind a densely populated city. There will were also many issues with practicalities with the mast, if it was even constructed. It would have been a huge hassle to get the huge airships docked, and keeping them there, never mind the extremely flammible hydrogen gas zeppelins were often filled with.",2,2,2,2
14984,6,"The obstacles the builders of the Empire State Building faced in attempting to allow dirigibles to dock there was for many differents reasons. One of them is the wether, ""the greatest obstacle to sucessful use of the mooring mast was nature itself. The winds on top of the building were constantly shifting due to violent air currents"". The second one is that they have a law aganist airships, ""was an existing law aganist airships flying too low over urban areas"". The also have have the problem is that the dirigible will be dangling high above people reads, ""...they would be dangling high above pedestrians on the street, was neither practical nor safe"". This is some of the problems that they have.",3,3,3,3
14985,6,"The builders of the empire state building had to face the obstacle of safety, to make sure everyone can get on the dirigible safely without any form of danger. Another obstacle is arranging the dirigibles so that they are able to board passengers from there. @PERSON1 said ""the height made it desirable to postpone to a later date the final installation of the landing gears."" People did'nt want to try it, so that would be another obstacle. If people did'nt want to try it then it will become just a decoration, and that's not what Al Smith wanted. Last obstacle would be that it would'nt hold for long as said in the excerpt ""The mooring mast on the Empire State Building was destined to never fulfill its purpose, for reasons that should have been apparent before it was ever constructed."" In other words, the architects did'nt think to far a head into the future to see if the mooring mast would even be used. These are some of the obstacles that the builders had to face.",0,2,0,0
14993,6,"Te obstacles that the builders of the empire State building faced in attempting to allow dirigibles to dock there were, the dirigibles would add stress to the frame of the building, The steel frame of the empire State Building would have to be modified and Strengthened to accommodate this situation, over Sixty thousand dollars were needed to moderate the @CAPS1 Of the building, The greatest Obstacle was nature itself because the winds on the top of the building were Constantly Shifting due to violent Air currents. This were some of the obstacles to the builders of the empire state builders to attempt to allow dirigibles dock there.",2,2,2,2
14995,6,"In the short story, ""The Mooring Mast"" by Marcia Amidon Luested, the builders of the Empire State Building faced many obstacles when building the mask. The entire steel frame of the Building would have had to be strengthened to hold the weight of the mast. The mast, which towered at over @NUM1 feet tall, would have stressed the steel frame of the Building, making its foundation weaker. To hold the mast, ""Over sixty thousand dollars' worth of modifications had to be made to the building's framework."" This meant that the builders had to really think through the process of how they were going to get the mast to not bend the steel frame. Another obstacle the builders faced was a new law that forbid airships from flying too low over urban areas, such as New York. Therefore, ""This law would make it illegal for a ship to ever tie up to the Building or even approach the area. ""Because of this law, the mast was very rarely used. Regardless of what they tried, the builders would have to make big changes to the Empire State Building's framework in order to have the mast. However, the new law prevented airships from docking there, so the mast was not used as often as originally projected. The mast did help make the Empire State Building the largest building in the world at 1,250 feet, but it forced strengthening and fixing of the building's framework, and the mask was not used as much as the builders thought.",3,4,4,3
15000,6,"In the passage, ""The Mooring Mast,"" by Marcia Amidon @CAPS1, a myriad of obstacles had faced the builders of the Empire State Building in terms of allowing dirigibles to dock there. First was the problem of constructing a mooring mast on top of the building's flat roof. Because, ""a thousand-foot dirigible moored at the top of the building, held by a single cable tether, would add stress to the building's frame,"" the building would be unable to support the stress of both the dirigible and wind pressure. Next, safety became an issue. After the discovery that, ""most dirigible's built outside the United States use hydrogen rather than helium, and hydrogen is highly flammable"", owners of the Empire State Building realized the hazard involved when having a highly flammable object fly over a densely populated area. This was brought to their attention when a German dirigible was destroyed by a fire in Lakehurst, New Jersey. An addition problem was nature itself. The winds on top of the building posed the problem of having the dirigibles back end swivel around the mooring mast, seeing as weights could not be used to weight the back down since they would be dangling above pedestrians on the street. Lastly, there was, ""an existing law against airships flying too low over urban areas."" @CAPS2, it would be illegal for a Ship to be tied up to the building or approach the area. In light of the aforementioned reasons, it is evident that the builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there.",4,4,4,3
15001,6,"Ambitious for its time, the idea of allowing dirigibles to dock at the top of the Empire State Building was doomed from the start.  The engineers and builders of the mooring mast were faced with many obstacles that could potentially inhibit safe docking at the top of the building. The first major obstacle was finding a way to tether the dirigible to the dock. As described in paragraph @NUM1, ""A thousand-foot dirigible moored at the top of the building, held on by a single cable tether, would add stress to the building's frame.""  Modifications would have to be made to the entire building.  Another obstacle the engineers were faced with was stabilizing the dirigible once it was tethered to the building.  As described in paragraph @NUM2, ""The winds on top of the building were constantly shifting due to violent air currents."" This would make it nearly impossible for passengers and crew to get on or off the dirigible.  These obstacles, baffled engineers and builders of the Empire State Building until the project was abandoned entirely.",3,3,3,3
15010,6,"The obstacles the builders of the Empire State Building faced in attempting to allow dirigibles to dock there were accidents over densely populated areas, violent air currents constantly shifting, etc.",1,1,1,1
15011,6,"The idea to put a mast on top of the empire building @CAPS1 like a brilliant idea. People thought it would be a great idea to dock a dirigible on the mast, expecially because ""New york city was the lack of Suitable landing areas."" But it is easy to @CAPS2 how the mooring mast would never be able to dock drigibles. One reason this could never happen is because @CAPS3 of these drigibles contained hydrogen in them wich is highly flammable. ""When the german dirigible Hindenburg was destroyed by fire in lakehurst, New Jersey.... the empire State building realized how much worst that accident could have been."" @CAPS3 people would die if this happened over a highly populated area. Another reason that the mast would never be able to be used is because there was, ""an existing law against airships flying too low or over urban areas."" @CAPS4 even if everything was Set up correctly they would be breaking the law flying there dirigibles @CAPS4 close to the city. But the most obvious reason is that the weather would be to unpredictable above the empire State building. ""The winds on top of the building were constantly Shifting due violent air currents."" The mooring mast would just be a tottally unstable place to dock these drigibles.",3,3,3,3
15017,6,The building was big and beatful.,0,0,0,0
15018,6,"It was unrealistic and also unsafe of engineers to think that they could have dirigibles dock on the building. One major problem with the idea that the dirigible would add stress to the building's frame. Also the weight of the dirigible and the wind pressure would cause a problem for the foundation. Another thing, dirigibles were made up of hydrogen which is highly flammable, and if one of the exploded it would have been a disaster for downtown New York. This is why the idea is neither practical or safe.",2,2,2,2
